text,label
6.   QUICKBOOKS SITE PROMOTION,NONE
"Licensee shall pay to Licensor for each Licensed                          Product licensed to a Redistributor or a Customer a





                         royalty equal to the Specified Royalty Percentage of                          all revenues received (without deduction for value                          added tax, if any, but excluding any revenues for                          maintenance and support or upgrade services, which                          revenues are covered in paragraph (b) below) by                          Licensee under the Redistributor Agreement or                          Sublicense applicable to such Licensed Product.",Revenue/Profit Sharing
- 5 5 -     TELKOM CONTRACT No. 076C/01   SAP MARKETSET DATABASES             Jrun           JDK           Web           Server           DB            JDBC             LDAP                   NT 4. 0               HotSpot Server             1. 2. 2             MJHS IIS 4. 0            MS SQL 7 SP 2            I-NET OPTA 2000             4. 1. 2 on NT                     SOLARIS 8                  HotSpot Server                        1. 2. 2                   Apache 1. 3. 9 +                      Oracle DB 8. 1. 6                      Oracle Driver for JD                            1. 2                    Netscape LDAP v                    4. 1. 2 on Solaris         WINDOWS 2000                  HotSpot Server                        1. 2. 2                      MS IIS 5. 2                     MS SQL 7 SP2                    I-NET OPTA 2000                     Netscape LDAP v                        4. 1. 2 on NT,NONE
"(c)    not assign this Agreement or transfer, lease, export or grant a sublicence of the Work to any Person, except as and when authorized to do so by Garman in writing;",Anti-Assignment
"PPG SHANGHAI shall have the right to terminate this Agreement and/or          suspend its performance hereunder immediately upon giving notice to          DISTRIBUTOR, which termination shall be effective upon receipt of          notice, if any one of the following occurs:",Anti-Assignment
"B.               Within the Excite Site and the WebCrawler Site, Excite                  currently organizes certain content into topical channels (the                  ""Channels"").",NONE
"Each party shall have the right to conduct                                     an audit after the end of each calendar year                                     to verify the accuracy of the other party's                                     quarterly reports for that year, provided                                     the audit must be initiated no later than                                     June 30th of each year, and that if no such                                     audit is conducted, then the quarterly                                     reports for that year will be deemed                                     accurate.",Audit Rights
This Agreement shall be governed by and interpreted in accordance within the laws of the State of New York without reference to conflicts of laws provisions.,Governing Law
"During the Term, Franchisee shall maintain policies of insurance as may be requested by Franchisor, subject to applicable law, in relation to the Smaaash Centres.",Insurance
STARTEC GLOBAL COMMUNICATIONS CORPORATION,Parties
"In consideration for the purchase of the Products by Distributor from Vendor, Vendor grants Distributor the exclusive right to market, sell, rent, lease, service and maintain the Products and all improvements thereon within the Territory (as defined herein) according to the terms and conditions as set forth herein.",Exclusivity
SpinRecords.com may terminate  this  Agreement  for no reason or for any reason upon sixty (60) days prior  written  notice  to  NETTAXI.,Termination For Convenience
- -------------------------------------------------------------------------------- BLACKWELL/MUNKSGAARD PUBLISHING SYSTEM                                         2,NONE
Either Party may terminate this Agreement:,Minimum Commitment
The undersigned for the Owner is signing in a representative capacity and warrants that he or she has the authority to bind the entity on whose behalf this document is being executed.,NONE
By: //s// Lance Mitchell Lance Mitchell Chief Executive Officer,NONE
"On any termination of this Agreement under Section 5.l (a), (b), or (c) all outstanding stock options granted to the Consultant shall be exercisable in accordance with the terms of the option agreements covering such grants",Post-Termination Services
"In the event of THE HENRY FILM AND ENTERTAINMENT CORPORATION, not fulfilling this minimum PERFORMANCE, PACIFICAP ENTERTAINMENT may cancel this Agreement",Minimum Commitment
The Supplier shall add the distributor to their current insurance certificate.,Insurance
Company at its sole discretion may at any time alter or cease providing the Customer Service which it has agreed to provide to Client relating to Client Website pursuant to this Agreement without any liability to Company.,Termination For Convenience
You must purchase such insurance coverage(s) only from our approved or designated supplier(s).,Insurance
"If the Farids Group determines for any reason not to proceed with any proposed registration requested pursuant to Section 6.1, the Farids Group shall promptly notify the Company in writing.",Termination For Convenience
"To the extent any Development owned by Biocept relates directly to the practice of, or constitutes an improvement to, the Assay, Biocept hereby grants to Life Technologies, during the Term of this Agreement, a non-exclusive license under Biocept's Intellectual Property Rights in such Development, solely to promote the Assay in the Territory and to perform the Professional Component of the Assay sold by the parties in the Territory, in accordance with the terms of this Agreement.",License Grant
"This Agreement shall become effective upon the date first written above and shall remain in full force and effect for a period of two years (2), unless earlier terminated pursuant to the provisions in this Agreement.",Expiration Date
"Licensee shall be permitted to sublicense the rights and licenses granted herein to third party contractors of Licensee, solely for purposes of development and distribution of the Wireless Products on behalf of Licensee in accordance with this Agreement; provided that such third party contractors have entered into binding written agreements with Licensee that are no less protective of Fox's intellectual property rights than are the terms and conditions of this Agreement, and provided further that Licensee will not subcontract development of any video games hereunder without Fox's prior written approval of the third party game development contractor.",Anti-Assignment
"Kitov shall provide Dexcel with written purchase orders meeting the Minimum Order Requirements and in a form reasonably acceptable to Dexcel, and which shall specify at least the following: a description of the Product ordered, the quantity ordered, the current Supply Price, and the required delivery date thereof, such required delivery date to be not less than one hundred and twenty (120) days from the purchase order placement date (one hundred and eighty (180) days before the anticipated Supply Commencement Date and/or the launch of a new SKU).",Minimum Commitment
API GRAV  DIFF/BBL   API GRAV  DIFF/BBL   API GRAV  DIFF/BBL   API GRAV   DIFF/BBL   API GRAV   DIFF/BBL   API GRAV   DIFF/BBL,NONE
"Upon termination or expiration of this  Agreement,  if the  parties  do not enter  into a  successor  Franchise Agreement  whereby the Franchisee  shall continue to be a franchisee and operate the  Franchised  Restaurant at the Location,  BKC or its designee shall have the option subject to obtaining any necessary governmental consent:

                        (a)  To  purchase  the   Location   and/or  any  related equipment at fair market value, if the  Franchisee,  any of the Principals or an affiliate of the Franchisee owns the Location and/or related equipment.

                        (b) If the Location is leased by the Franchisee,  any of the  Principals  or an affiliate  of the  Franchisee,  subject to obtaining  any necessary  landlord's consent, to obtain an assignment of the leasehold interest at a price equal to the fair market value of the leasehold interest.",Rofr/Rofo/Rofn
"(vii) the Agent represents that it is not aware of any person (other than any Dealer Covered Person) that has been or will be paid (directly or indirectly) remuneration for solicitation of Subscribers in connection with the sale of any Offered Shares pursuant to Rule 506(b) of Regulation D; and (viii) the offering of the Securities in the United States has been conducted by us in accordance with the terms of the Agency Agreement, including Schedule A attached hereto. [REMAINDER OF PAGE INTENTIONALLY LEFT BLANK]",NONE
"8.2 Hosting Representations and Warranties of PlanetCAD. For so long as PlanetCAD is hosting the Co-Branded Service, PlanetCAD shall use commercially reasonable efforts to ensure that the services provided on the site are equivalent in functionality and performance to the applications run on the PlanetCAD Web sites and of good quality according to generally accepted practices within the industry.",NONE
FCC may not assign or delegate its rights or obligations pursuant to this Agreement.,Anti-Assignment
"""8th Inning Invoice"" is defined in Paragraph 10.01(d) (Project Costs).",NONE
"Every written notice or written report which may be served upon CONSULTANT, according to the terms of this Agreement, may be served by enclosing it in a postpaid envelope addressed to:",NONE
"XSPA's representatives may, from time to time during regular business hours on reasonable advance notice, during the Term of this Agreement and for a period of six (6) months thereafter, inspect and audit such books and records and examine and copy all other documents and material in the possession or under the control of Calm with respect to the subject matter and the terms of this Agreement.",Audit Rights
"Heritage and Premier are each referred to herein as a ""Party"" and collectively as the ""Parties"".",Parties
"This Agreement shall be construed and enforced in accordance with, and the rights of the parties shall be governed by, the laws of the State of New York and the laws of the United States applicable therein.",Governing Law
"This Agreement shall be governed by and interpreted in accordance with the laws of the State of Texas, United States of America, without giving effect to any conflict of laws provisions.",Governing Law
"ADURO BIOTECH, INC. CONSULTANT",NONE
"Franchisee  agrees to pay on a weekly basis to Pretzel Time, as partial consideration  for the grant of the Franchise,  an  Advertising  Fund Fee of one percent  (1%) of Net revenues  for the  preceding  week as defined in Section 1.",Revenue/Profit Sharing
The sole remedy for any breach of Section 6.2 (e) shall be the provisions in Section 7.2.,Cap On Liability
"As such, Client hereby grants Developer a royalty-free, worldwide, license to use its Content, Marks, Procedures and Confidential Information in order to complete the Project.",License Grant
"Company may not assign or delegate this Agreement or any of its rights or obligations hereunder, whether voluntarily, involuntarily, by operation of Law or otherwise, without ACSI's prior written consent, which consent shall not be unreasonably withheld or delayed, except that Company may assign this Agreement to any direct or indirect wholly owned subsidiary in connection with any corporate reorganization undertaken for the purpose of minimizing the tax liability of Company and its Affiliates or other bona fide corporate purpose or in connection with any Change of Control [***]",Anti-Assignment
"Subject to XENCOR's confidentiality and non-use obligations hereunder and without affecting the ownership of Improvements as set forth in Section 8, BII hereby grants to XENCOR a non-exclusive, worldwide license to use and reproduce all such summaries and/or reports for all uses in connection with development activities relating to Product that do not involve manufacturing of Product (e.g., formulation work, toxicology studies or the development of a manufacturing process), regulatory activities relating to the Product and, to the extent necessary, any commercial activities relating to the Product, which XENCOR may sublicense in connection with any license of rights to the Product.",License Grant
"""Processing Year"" means each twelve (12) calendar month period commencing on the first day of July and ending on the last day of the following June, except for Processing Year 1 which is specifically defined.",NONE
This Agreement shall be governed by and construed in accordance with the laws of the State of Missouri.,Governing Law
"The fee shall be equal to 5.2% of the ""gross proceeds"" received in the Offering attributable to the efforts of the Agent.",Revenue/Profit Sharing
"This Agreement shall be governed by the laws of the province of Ontario, Canada, without regard to its conflict of laws principles.",Governing Law
"As between the Parties, Adaptimmune will have the first right to prepare, file, prosecute, maintain, enforce and defend all U.S. and foreign patents, registrations and other forms of intellectual property in any jointly-owned Invention using patent counsel of its choice that is subject to the written approval of MD Anderson not to be unreasonably withheld and at the sole cost and expense of Adaptimmune, with accounting to MD Anderson.",Rofr/Rofo/Rofn
D2 shall make available to LICENSEE the maintenance and support services according to the terms of this Article 6 for a minimum of five years after Acceptance of Licensed Technology.,Minimum Commitment
"The Minimum Payment consists of the Access Fee of US$300,000 per annum and  the Second Component that increases from year to year.",Minimum Commitment
"Under the terms of the agreement, Aimmune will make an upfront payment to Xencor of $5 million in cash and $5 million in equity, equivalent to 156,238 newly issued shares of Aimmune common stock at $32.0025/share.",Revenue/Profit Sharing
"Neoforma shall not place any Link on a Neoforma Site to, or a Neoforma Link on the Site of, any other provider or host of a service similar to the Co-Branded Training and Education Center or to any other training or education service websites.",Exclusivity
Equipped Capacity - the amount of capacity physically provided in the APCN 2 at any one time.       Initial Equipped Capacity - Initial Equipped Capacity of the APCN 2 shall be at least 80Gbit/s.       IRU Capacity - capacity acquired after execution of this Agreement on an IRU basis from the Unallocated Capacity.,NONE
The initial term of the Immunotherapy Testing Platform Development Program will be five (5) years beginning on the Effective Date.,Expiration Date
"For clarity, once RevMed has exercised its Co- Promotion Option pursuant to this Section 8.7(b), RevMed's right to co-promote Products shall apply to all other existing and subsequent Products in the Co-Promotion Territory.",Rofr/Rofo/Rofn
Cellco Partnership d/b/a Verizon Wireless,Parties
"Unless earlier terminated, this Agreement shall take effect on December 1st, 2015 and shall expire on November 30, 2016.",Expiration Date
"VerticalNet hereby grants to LeadersOnline a non- exclusive, non-transferable, royalty-free right and license to link to the VerticalNet Site.",License Grant
New Shippers will have access to a minimum of ten percent (10%) of the Available Capacity,Minimum Commitment
"If LICENSEE commits to purchase licenses for a minimum of 10,000 processors for the first year after first customer shipments, the fee_per_port will be reduced for $1.00 for the first 5,000 processors.",Minimum Commitment
"ANY SUBSTITUTE GOODS OR SERVICES. THE AGGREGATE LIABILITY OF SUPPLIER UNDER, OR IN CONNECTION WITH, THIS AGREEMENT SHALL BE EQUAL TO THE LESSER OF: (i) ***; AND (ii) ***.",Cap On Liability
"Minimum individual and aggregate Principal Owner ownership percentage required at all times during the term of this Agreement:   4-2.1 During the term of this Agreement, the Principal Owners together must have a ""controlling interest"" of no less than seventy-five percent (75%) of the equity, voting control and profits in the Franchise Owner.   4-2.2 Unless otherwise permitted, the required minimum ""ownership interest"" of each Principal Owner during the term of this Agreement is:

Name   Ownership Percentage",Minimum Commitment
"In the event that PB terminates this Agreement pursuant to this Section 14.2.2 then in exchange for purchasing the Trial Data Package including the Research Results included therein as set forth in Section 11.1.1.4, PB will pay SFJ, within [***] of the date of termination, an amount equal to three hundred percent (300%) of Development Costs paid or incurred by SFJ prior to such termination.",Post-Termination Services
"If (i) RevMed does not provide the above election notice in compliance with the requirements of this Section 8.7(b), or (ii) RevMed provides notice to Sanofi that it does not intend to exercise its one-time Co-Promotion Option, then RevMed shall be deemed to have waived such one-time right to co-promote any and all Products in the Co-Promotion Territory.",Rofr/Rofo/Rofn
"Customer's sole and exclusive remedy and the entire liability of Cisco and its suppliers and licensors under this limited warranty will be, at Cisco's option, repair, replacement,",Cap On Liability
"The Licensee shall not sublicense, assign, pledge or grant as security or otherwise encumber or transfer to any third party all or any part of its rights or duties under this Agreement, in whole or in part, without the prior written consent from the Licensor, which consent the Licensor may grant or withhold in its",Anti-Assignment
"This Agreement shall be effective           through and including March 31, 2004.",Expiration Date
"In the event that the Product fails to          conform to the warranties herein given, DISTRIBUTOR's exclusive remedy          and PPG SHANGHAI's sole responsibility is, at PPG SHANGHAI's option,          limited to the replacement of such nonconforming Product at PPG          SHANGHAI's expense or the refund of the purchase price attributable to          a specific delivery as to which a claim is made.",Cap On Liability
"During any visit, MD Anderson and Principal Investigator shall reasonably cooperate with Adaptimmune and will use reasonably efforts to promptly provide any reasonably Study Records or Study information requested by Adaptimmune in accordance with this Section.",Audit Rights
Annex 2: Term Sheet for Manufacturing and Supply Agreement,NONE
"Except for actions for nonpayment of breach of E.piphany's proprietary rights in the Application, no action, regardless of form, arising out of this Agreement may be brought by either party more than two years after the cause of action has accrued.",Cap On Liability
Zebra Technologies Corporation,Parties
"THIS AGREEMENT SHALL BE GOVERNED BY, AND                 CONSTRUED IN ACCORDANCE WITH, THE LAWS OF THE STATE OF COLORADO,                 UNITED STATES, WITHOUT REGARD TO ITS PRINCIPLES REGARDING                 CONFLICT OF LAWS.",Governing Law
"""Initial Term"" means the period set forth in Section 15.1.",NONE
"Each party will, at the other party's request, provide to the other party a certificate of insurance evidencing the foregoing insurance coverage.",Insurance
"Notwithstanding the provisions of Section 3 above, either party shall have the right to terminate this Agreement, without cause, upon no less than ninety (90) days' prior written notice to the other party.",Termination For Convenience
"The foregoing provisions of this section 19 state the entire liability and obligations of Tripath and the exclusive remedy of Distributor and its customers, with respect to any actual or alleged intellectual property infringement by the Products.",Cap On Liability
"If the supply price for Product proposed by a third party (which may include a Business Partner or its affiliate) is more than [...***...] percent ([...***...]%) of the commercial supply price of Product last proposed by BII during the negotiations between the Parties (or BII and the Business Partner), XENCOR (or its Business Partner) shall provide written notice to BII that XENCOR (and its Business Partner) will accept the commercial supply price last proposed by BII, and BII and XENCOR (or its Business Partner) will enter into a contract manufacturing agreement reflecting such commercial supply price; provided that, if BII does not agree to enter into such contract manufacturing agreement within [...***...] after such written notice, XENCOR (or its Business Partner) shall be free to enter into an agreement with a third party (which may include an agreement for any Business Partner or its affiliate to manufacture and supply Product).",Rofr/Rofo/Rofn
"3.6 No Implied Licenses. Except as expressly set forth herein, neither Party shall acquire any license or other intellectual property interest, by implication or otherwise, under or to any trademarks, Patents, Know-How, or other intellectual property rights Controlled by the other Party. For clarity, any exclusive license granted to each Party under any particular Patent Rights or Know-How Controlled by the other Party shall confer exclusivity to the Party obtaining such license only to the extent the Party granting such license Controls the exclusive rights to such Patent Rights or Know-How. 28",NONE
"Each Party shall deliver to the other, prior to commencing to provide        the Services and thereafter, annually, a certificate or certificates of        insurance evidencing that the required insurance coverages as        provided for in paragraph 9.1 are in effect and that each Party shall be        given thirty (30) days prior written notice of cancellation or         expiry of or material change to such insurance coverages.",Insurance
"During the term of this Agreement, the Company hereby grants the Contractor a limited license to use the  Company's logo, corporate colors, trademarks, trade names, fonts, and other aspects of corporate identity in  advertisements and marketing materials related to the Notes and on the Contractor's website, subject to the Company's  prior written approval of the specific use of these items in writing in each instance (which shall not be unreasonably  withheld).",License Grant
Any attempt         to assign this Agreement other than as permitted above will be null and         void.,Anti-Assignment
"Richard Smith, MD will be given first consideration as a principal investigator for all new Product or Product- related clinical studies, in addition to other sites provided final site selection will be based on the best interest of the Project.",Rofr/Rofo/Rofn
HOCHSCHILD MINING HOLDINGS LIMITED,Parties
"Developing, together with the Publishers, a plan for the                     orderly transition of Services (""Transition Plan"") then                     being performed by HealthGate from HealthGate to the                     Publishers or such successor provider of Services.",Post-Termination Services
"Premier Nutrition Company, LLC",Parties
"The Minimum Fee shall be prorated to account for (i) any periods during which Network  Affiliate's annual attendance base in the Theatres is lower than the Base Amount, and (ii) reductions in revenue associated with Network  Affiliate's rejection of content as permitted under Section 3.4.",Minimum Commitment
"Upon request from Bank of America, Supplier shall provide to Bank of America (or a Representative designated by Bank of America) access to such Records for the purpose of auditing such Records during normal business hours.",Audit Rights
This Agreement and/or any Study Order may not be assigned by either Party except as agreed upon in writing by the other Party.,Anti-Assignment
"Subject to the terms set forth in this agreement, Erchonia grants Distributor the exclusive, non- transferable right and license to promote, distribute and sell the Products identified in Exhibit A to those type of customer specified in Exhibit B and only within the Territory specified in Exhibit B.",Exclusivity
"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of California and the laws of Hong Kong.",Governing Law
Any controversy between the parties arising under this Agreement and not resolved by the parties shall be determined in accordance with the laws of the State of Michigan.,Governing Law
"After this Agreement expires or terminates, [*] will either have an active policy or purchase an extended reporting period that has coverage for claims first made and reported to the insurer within 2 years after this Agreement expires or terminates",Insurance
Any assignment in derogation of the foregoing shall be null and void.,Anti-Assignment
"Neither Party may assign or transfer this Supply Agreement, including by merger, operation of law, or otherwise, without the other Party's prior written consent (which shall not be withheld unreasonably) except each Party may assign this Supply Agreement without the other Party's consent in the case of assignment or transfer to a Third Party that succeeds to all or substantially all of the assigning Party's business and assets relating to the subject matter of this Supply Agreement, whether by sale, merger, operation of law or otherwise. Any attempted assignment by a Party in violation of this Section without the written consent of the other Party will be null and void.",Anti-Assignment
"Except as otherwise provided in Paragraph 12 and Subparagraphs 22.2, 22.3, 22.4 and 22.5, during the term of this Agreement, no Party may assign, sell, transfer or dispose of the whole or any parts of its rights or obligations under this Agreement",Anti-Assignment
"Unless otherwise addressed in an Intellectual Property Amendment, PPD hereby assigns to VS all rights that PPD may have in any invention, technology, know-how or other intellectual property which is developed with use of Confidential Information provided to PPD by VS.",Ip Ownership Assignment
"If Pretzel Time exercises its right of first refusal,  Franchisee  (and its Owners)  agrees that,  for a period of twelve (12) months  commencing on the date of the closing,  neither  Franchisee (nor its Owners) shall have any direct or indirect interest  (through a member of the immediate  families of Franchisee or its Owners of  otherwise)  as a  disclosed  or  beneficial  owner,  investor, partner, director, officer, employee, consultant, representative, or agent or in any other capacity in any Competitive Business located or operating within three (3) miles of the Unit,  and/or  three (3) miles of any other  Pretzel Time Unit.",Rofr/Rofo/Rofn
"THE PROVIDER SHALL NOT BE LIABLE FOR ANY INCIDENTAL OR CONSEQUENTIAL DAMAGES, INCLUDING BUT NOT LIMITED TO LOSS OF REVENUES OR LOSS OF PROFIT, ARISING OUT OF THE PROVISION OF THE SERVICES OR REPAIRS, NOTWITHSTANDING ADVANCE NOTICE FROM THE COMPANY THAT THE POSSIBILITY OF SUCH DAMAGE OR LOSS EXISTS.",Cap On Liability
"All materials created hereunder shall be prepared by an employee-for-hire of Licensee under Licensee's sole supervision, responsibility and monetary obligation, or, if third parties who are not employees of Licensee, including without limitation all software developers developing the Wireless Products contribute to the creation of any Fox Intellectual Property, Licensee shall obtain from such third parties a full written assignment of rights so that all right, title and interest in the Fox Intellectual Property shall vest in Fox.",Ip Ownership Assignment
"This Agreement shall be effective as of the Effective Date and shall continue in effect through December 31, 2021 and any Renewal Term (the ""Term""), unless terminated earlier as set forth herein.",Expiration Date
"During the Term, the Supplier shall maintain product liability insurance with a reputable insurer of no less than AU$10 million for any one occurrence for any and all liability (however arising) for a claim that the Products are faulty or defective.",Insurance
The parties will share equally all revenue from the sale of           Untargeted Offers sold for display in the Co-Branded Application.,Revenue/Profit Sharing
"Subcontractor expressly acknowledges while EDGE retains the right to review the insurance provided by Subcontractor and' Lower-tier Subcontractors, EDGE is not obligated to perform such review.",Insurance
"Other than pursuant to this Section                         10.12(b)(v), the arbitration award shall not include any                         indirect, incidental, special, consequential, or                         punitive damages and the arbitrators shall be so                         instructed.",Cap On Liability
12.9 ADDITIONAL DOCUMENTS/INFORMATION. The parties agree to sign and/or provide such additional documents and/or information as may reasonably be required to carry out the intent of this Agreement and to effectuate its purposes.,NONE
ARTICLE VI : FORCE MAJEURE12 6.1 Procedure..    12,NONE
"Furthermore, Fox grants to Licensee a limited, exclusive (except as may otherwise be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the Wireless Products, including any PSM included therein, solely (i) for use on mobile or cellular telephones (the ""Wireless Platform""); (ii) in the Territory (as defined in Paragraph 3), (iii) during the Term (as defined in Paragraph 4), (iv) for distribution by Licensee through the Distribution Channels (as defined in Paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase",Exclusivity
"Source: CC REAL ESTATE INCOME FUND-ADV, POS 8C, 12/5/2018",NONE
"We have the right to inspect the proposed supplier's facilities, and require that product samples from the proposed supplier be delivered, at our option, either directly to us, or to any independent, certified laboratory that we may designate, for testing.",Audit Rights
"(f)  Distribution of Physical Products. NAI grants to Co-Host the right to           distribute physical copies of NAI's Goods to end users ordering from           the Managed Site, the Destination or Beyond.com upon the terms set           forth in Exhibit ""E"" attached hereto and made a part hereof.",NONE
"By this Agreement the Members enter into a joint venture (the ""Venture"") in accordance with the laws of the State of Florida.",Governing Law
"Furthermore, pursuant to Paragraph 2(c)(ii) of this Amendment, Licensee shall pay to Fox an additional minimum recoupable guarantee of ***** dollars (US$*****).",Minimum Commitment
Customer shall pay the Monthly Base Fee in advance on the first day of the calendar month in which the Services are to be performed.,Minimum Commitment
"In addition, IBM will       not be liable for any damages claimed by IBM based on any third party       claim.",Cap On Liability
"Should either Party herein initiate a legal proceeding for revoking any arbitration result regarding the Contract, both Parties herein agree to take the Miaoli District Court of Taiwan as the competent court of first instance pursuant to the laws of the R.O.C..",Governing Law
"AIRSOPURE shall have the right, but not the duty, to be exercised by notice of intent to do so within 30 days after termination or expiration, to purchase any or all signs, advertising materials, supplies and inventory and any other items bearing AIRSOPURE's Licensed Marks, at Your cost or at fair market value, whichever is less.",Post-Termination Services
"The Sub-Advisor shall maintain proper and complete records relating to the services to be provided under this Agreement for such period of time as may be required under Applicable Law, including (as applicable, in respect of the relevant Discretionary Funds) records with respect to the acquisition, holding and disposal of securities on behalf of the Funds, details of all brokers used and the aggregate dollar amount of brokerage commission paid in that regard to each broker.",Audit Rights
"(iv) within sixty (_60_) business days after the termination of this Agreement, Manufacturer shall prepare all such items in its possession for shipment, as EMV may direct, at EMV's expense.",Post-Termination Services
"The ""Term"" of this Agreement shall commence on the Effective Date and shall continue in full force and effect until the expiration or earlier termination of the last Addendum to expire or be terminated, at which time this Agreement will expire, unless this Agreement is sooner terminated in accordance with the terms and provisions of this Agreement.",Expiration Date
Customer shall be required to order,Minimum Commitment
"Additionally, the Affinities shall collectively contain at least sixteen thousand (16,000) Articles written in simplified Chinese characters, with an average and median number of words per Article of no less than one thousand (1,000) simplified Chinese characters.",Minimum Commitment
Any attempted assignment that contravenes the terms of this Agreement shall be void ab initio and of no force or effect.,Anti-Assignment
"Source: GLOBAL TECHNOLOGIES GROUP, INC., 10KSB, 9/28/2005",NONE
"This Agreement shall be governed by and construed in accordance with the laws of the State of California, excluding  the choice of law rules, and the parties hereby agree to submit to the jurisdiction and venue of the State and Federal courts  of the State of California, and agree that the State and Federal courts of the State of California shall be the exclusive forum for the resolution of all disputes related to or arising out of this Agreement.",Governing Law
This duty continues to apply to any transactions undertaken after the Joint Venture has been dissolved but before the affairs of the Joint Venture have been completely wound up by the surviving Participant or Participants or their agent or agents.,Post-Termination Services
"If elected pursuant to the Agreement, Developer will provide Client Termination Assistance Services at an hourly rate of $[125.00 per hour].",Post-Termination Services
"SEV's entire liability in respect of the sums payable pursuant to the indemnities contained in Clauses 13.4 and 13.5 shall be  limited to the annualised value of the Maintenance Charges calculated on the Commencement Date or the last anniversary  thereof, unless SEV is insured in respect of such liability, in which case SEV's liability under Clauses 13.4 and 13.5 shall be  limited to the extent of such cover.",Cap On Liability
"Neoforma hereby grants VerticalNet an exclusive license to use, modify, enhance, reproduce, display, perform and transmit the Neoforma T&E Content, subject to and in accordance with the terms, conditions and provisions of this Agreement.",License Grant
"This Agreement shall be governed and construed in accordance with the internal laws of the State of Texas, without giving effect to  principles of conflict of laws.",Governing Law
"After the first year and upon 180 days written notice, Reseller may terminate the AMC.",Termination For Convenience
"This Agreement or any Project Plan may be terminated:

(a) by Magenta for any reason upon [***] written notice to Bachem;",Termination For Convenience
"25% of Net Revenue (as defined in Section 1e.) with a COMPANY-RESELLER AGREED UPON SALE PRICE in writing, the case of COMPANY's software products.",Revenue/Profit Sharing
ETON shall pay to Aucta a royalty payment of [ * * * ] of Net Sales of the Products.,Revenue/Profit Sharing
"Solutions Vending International, Inc",Parties
"In the event that Company does not timely delivery a ROFR Purchase Notice, the Farids Group may sell the ROFR Shares to the proposed transferee identified in the ROFR Sale Notice at the ROFR Sale Price and on the other terms and conditions set forth in the ROFR Sale Documentation no later than three (3) business days following the date the Farids Group proposed to effect such Transfer in the ROFR Sale Notice (the ""ROFR Transfer Period"").",Rofr/Rofo/Rofn
"NCB agrees that NPC may use NCB's name and its BIN, ICA and any other Visa and MasterCard identification numbers to the extent necessary or appropriate to perform the Merchant Processing Services.",License Grant
(h) Waiver. The waiver of any particular breach or default or any delay in          ------ exercising any rights shall not constitute a waiver of any subsequent breach or default.,NONE
"Without prejudice to any other limitation (whether effective or not) of either Party's liability, neither Party shall be liable to the other Party (whether in contract, tort (including negligence) or for breach of statutory duty or otherwise) for any loss of profits, use, opportunity, goodwill, business or anticipated savings, for any indirect, incidental, special, indirect, punitive or consequential losses (in each case, irrespective of any negligence or other act, default or omission of a Party (or its employees or agents) and regardless of whether such loss or claim was foreseeable or not and whether the other Party has been informed of the possibility of such loss).",Cap On Liability
"In the event a Party divests a business by (a) spinning off a member of its Group by its sale or other disposition to a third party, (b) reducing ownership or control in a member of its Group so that it no longer qualifiers as a member of its Group under this Agreement or (c) selling or otherwise transferring a line of business to a third party (each such divested entity/line of business, a ""Divested Entity""), the Divested Entity shall retain those licenses granted to it under this Agreement provided that the license shall be limited to the business of the Divested Entity as of the date of divestment and the natural development thereof.",License Grant
VS shall not refer that opportunity to any other third party provider unless PPD declines to bid on such opportunity or does not offer the service in question.,Rofr/Rofo/Rofn
"Upon termination or expiration of this Agreement, and upon reasonable prior notice to Network  Affiliate, NCM shall be entitled to enter the Theatres upon reasonable prior written notice, and any other premises of Network Affiliate where any  NCM Property may be located, and recover any and all NCM Property, unless Network Affiliate chooses to purchase such Property based on a  straight line five year depreciated value.",Post-Termination Services
"Consultant agrees to disclose in writing to the Company all inventions, products, designs, drawings, notes, documents, information, documentation, improvements, works of authorship, processes, techniques, know-how, algorithms, technical and business plans, specifications, hardware, circuits, computer languages, computer programs, databases, user interfaces, encoding techniques, and other materials or innovations of any kind that Consultant may make, conceive, develop or reduce to practice, alone or jointly with others, in connection with performing Services or that result from or that are related to such Services, whether or not they are eligible for patent, copyright, mask work, trade secret, trademark or other legal protection (collectively, ""Innovations""). (ii) Ownership of Innovations",Ip Ownership Assignment
Any attempt to                           assign this Agreement other than as permitted above                           will be null and void.,Anti-Assignment
"The Parties recognize the importance of fully developing the market for Products in the Exclusive Territory, and a substantial part of the consideration for and inducement to AIRSOPURE to enter into this Agreement is Your agreement to devote Your best efforts to market, sell and support Products to customers located in Your Exclusive Territory. You agree to concentrate Your marketing efforts to customers located in Your Territory, and You agree not to advertise the Products using media or publications whose primary coverage area is outside Your Exclusive Territory.",Exclusivity
"Within thirty (30) days from the date hereof, Company will submit to Licensor evidence of such policy, requiring that the insurer shall not terminate or materially modify such without written notice to Licensor at least twenty (20) days in advance thereof.",Insurance
"In consideration for the licenses granted hereunder, Company agrees to pay to CSA as follows:   a. A  [***]in the amount of [***]of Company's revenues from sales of the Property Training  Course and all Products after deductions for VAT, returns, refunds",Revenue/Profit Sharing
